,GeneA,GeneB,IdMethodA,IdMethodB,Negative,PubMedId,UTCDate
343,RAF1,BRAF,western blot,anti tag western blot,False,22510884,1338436800.0
344,RAF1,BRAF,western blot,anti tag western blot,False,22510884,1338436800.0
345,PAK1,LRRK2,western blot,western blot,False,21454543,1304308800.0
346,LRRK2,LRRK2,nucleotide sequence identification,nucleotide sequence identification,False,18397888,1212984000.0
347,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,18397888,1212984000.0
348,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,18397888,1212984000.0
349,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,18397888,1212984000.0
350,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,18397888,1212984000.0
351,LRRK1,LRRK1,anti tag immunostaining,anti tag immunostaining,False,22952686,1346904000.0
352,LRRK2,LRRK2,anti tag immunostaining,anti tag immunostaining,False,22952686,1346904000.0
353,LRRK2,LRRK2,tag visualisation by peroxidase activity,tag visualisation by peroxidase activity,False,22952686,1346904000.0
354,LRRK2,LRRK2,anti tag immunostaining,anti tag immunostaining,False,22952686,1346904000.0
355,LRRK2,LRRK2,predetermined participant,predetermined participant,False,19712061,1256011200.0
356,LRRK2,LRRK2,predetermined participant,predetermined participant,False,19712061,1256011200.0
357,LRRK2,LRRK2,predetermined participant,predetermined participant,False,19712061,1256011200.0
358,LRRK2,LRRK2,predetermined participant,predetermined participant,False,19712061,1256011200.0
359,LRRK2,LRRK2,predetermined participant,predetermined participant,False,19712061,1256011200.0
360,LRRK2,LRRK2,predetermined participant,predetermined participant,False,19712061,1256011200.0
361,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
362,LRRK2,DAPK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
363,LRRK1,LRRK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
364,LRRK2,DAPK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
365,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
366,LRRK2,LRRK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
367,LRRK1,DAPK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
368,LRRK1,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
369,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
370,DAPK1,LRRK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
371,DAPK1,DAPK1,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
372,LRRK1,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
373,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
374,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
375,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,19712061,1256011200.0
376,LRRK1,LRRK1,western blot,western blot,False,19712061,1256011200.0
377,LRRK2,LRRK2,western blot,western blot,False,19712061,1256011200.0
378,DAPK1,DAPK1,western blot,western blot,False,19712061,1256011200.0
379,LRRK2,LRRK2,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,19712061,1256011200.0
380,LRRK2,LRRK2,western blot,western blot,False,20515039,1277784000.0
381,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
382,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
383,LRRK2,LRRK2,western blot,western blot,False,20515039,1277784000.0
384,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
385,LRRK2,LRRK2,western blot,western blot,False,20515039,1277784000.0
386,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
387,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
388,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
389,LRRK2,LRRK2,anti tag western blot,anti tag western blot,False,20515039,1277784000.0
390,PRKD1,PRKD1,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,10831594,968904000.0
391,PRKD1,PRKD1,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,10831594,968904000.0
392,CDKL5,PRKG2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
393,CDK14,CAMK1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
394,CDK14,CDKN1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
395,CDK1,PKMYT1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
396,CDK1,CKS1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
397,CDK1,CKS2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
398,CDK1,CDKN1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
399,CDK1,CDKN1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
400,CDK4,CDKN1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
401,CDK4,CDKN2D,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
402,CDK4,CDK13,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
403,CDK4,CDKN2A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
404,CDK4,CDKN2C,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
405,CDK4,CDKN2B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
406,CDK2,CDKN1C,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
407,CDK2,CDKN1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
408,CDK2,CDKN1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
409,CDK2,SKP2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
410,CDK2,CDK13,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
411,CDK2,CKS1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
412,CDK2,SKP1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
413,MAPK3,MAPK1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
414,MAPK3,RPS6KA2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
415,MAPK3,TEK,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
416,MAPK1,MAPK12,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
417,MAPK1,RPS6KA2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
418,MAPK1,MAPK3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
419,MAPK1,RPS6KA3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
420,MAPK4,MAPKAPK5,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
421,MAPK4,PFKP,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
422,MAPK4,FASTKD5,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
423,MAPK9,MAPK10,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
424,MAPK9,MAPK8,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
425,MAPK9,DUSP8,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
426,CLK3,TP53,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
427,GSK3A,AKAP9,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
428,GSK3B,PRKAR1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
429,GSK3B,PRKACA,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
430,GSK3B,AKAP11,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
431,CDK7,MNAT1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
432,CDK7,CCNH,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
433,CDK9,FGFR1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
434,CDK9,CDK12,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
435,MAPK10,EZR,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
436,SRPK2,TJP2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
437,CDK3,CKS1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
438,CDK3,SKP2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
439,CDK3,SKP1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
440,CDK3,CDKN1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
441,CDK3,CDKN1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
442,CDK6,CDKN2A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
443,CDK6,CDKN2C,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
444,CDK6,CDKN2B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
445,CDK6,CDKL3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
446,CDK6,CDKN2D,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
447,CDK5,CDK5R1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
448,CDK5,DCLK3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
449,CDK5,CDKN1B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
450,CDK5,CDKN1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
451,CDK16,CSNK2B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
452,CDK16,CSNK2A2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
453,DYRK1A,PRKAR1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
454,MAPK11,DUSP9,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
455,MAPK11,MAPK14,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
456,MAPK11,MAPKAPK3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
457,MAPK11,MAPKAPK2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
458,MAPK11,MKNK1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
459,MAPK14,MKNK1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
460,MAPK14,MAPKAPK3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
461,MAPK14,MAP2K3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
462,MAPK14,MKNK2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
463,MAPK14,MAPKAPK2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
464,MAPK14,RPS6KA4,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
465,MAPK6,MAPKAPK5,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
466,CDK20,CDK12,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
467,CDK20,NME2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
468,HIPK4,CDKN2A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
469,HIPK4,PFKP,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
470,HIPK4,AKAP8,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
471,HIPK4,ARAF,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
472,MAPK15,MAPK12,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
473,DYRK2,RB1CC1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
474,DYRK2,DYRK4,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
475,SRPK1,SRPK3,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
476,HIPK3,TP53,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
477,NLK,PKM,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
478,NLK,PASK,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
479,SRPK3,PRKRA,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
480,ICK,TP53,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
481,CDK11A,CDKN2A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
482,CDK11A,CSNK2A2,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
483,CDK11A,CSNK2A1,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
484,CDK11A,CSNK2B,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
485,DYRK1B,PRKACA,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
486,DYRK1B,PRKAR1A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
487,DYRK1B,CDKN2A,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
488,DYRK1B,AKAP11,sequence tag identification,sequence tag identification,False,23602568,1367208000.0
489,CDKN2B,CDK4,anti tag western blot,anti tag western blot,False,23602568,1367208000.0
490,DYRK4,DYRK2,anti tag western blot,anti tag western blot,False,23602568,1367208000.0
